title,director,actors,year,genre
The World Is Not Enough,Michael Apted,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards', 'Robbie Coltrane']",1999,['Adventure']
Master and Commander: The Far Side of the World,Peter Weir,"['Russell Crowe', 'Paul Bettany', ""James D'Arcy"", 'Billy Boyd', 'Joseph Morgan']",2003,['Adventure']
The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser']",2012,['Adventure']
Happy Feet Two,George Miller,"['Elijah Wood', 'Robin Williams', 'Pink', 'E.G. Daily', 'Johnny A. Sanchez']",2011,['Animation']
The Incredible Hulk,Louis Leterrier,"['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt', 'Tim Blake Nelson']",2008,['Science Fiction']
The BFG,Steven Spielberg,"['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall', 'Jemaine Clement', 'Bill Hader']",2016,['Adventure']
The Revenant,Alejandro González Iñárritu,"['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter', 'Domhnall Gleeson', 'Paul Anderson']",2015,['Western']
Turbo,David Soren,"['Ryan Reynolds', 'Paul Giamatti', 'Michael Peña', 'Samuel L. Jackson', 'Luis Guzmán']",2013,['Animation']
Rango,Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Ned Beatty', 'Bill Nighy', 'Alfred Molina']",2011,['Animation']
Penguins of Madagascar,Eric Darnell,"['Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'John Malkovich']",2014,['Family']
The Bourne Ultimatum,Paul Greengrass,"['Matt Damon', 'Julia Stiles', 'David Strathairn', 'Scott Glenn', 'Paddy Considine']",2007,['Action']
Kung Fu Panda,Mark Osborne,"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie', 'Jackie Chan', 'Lucy Liu']",2008,['Adventure']
Ant-Man,Peyton Reed,"['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'Corey Stoll', 'Bobby Cannavale']",2015,['Science Fiction']
The Hunger Games: Catching Fire,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']",2013,['Adventure']
Home,Tim Johnson,"['Jim Parsons', 'Rihanna', 'Steve Martin', 'Jennifer Lopez', 'Matt Jones']",2015,['Fantasy']
War of the Worlds,Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto', 'Justin Chatwin', 'Tim Robbins']",2005,['Adventure']
Bad Boys II,Michael Bay,"['Martin Lawrence', 'Will Smith', 'Jordi Mollà', 'Gabrielle Union', 'Peter Stormare']",2003,['Adventure']
Puss in Boots,Chris Miller,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton', 'Amy Sedaris']",2011,['Action']
Salt,Phillip Noyce,"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor', 'Daniel Olbrychski', 'August Diehl']",2010,['Action']
Noah,Darren Aronofsky,"['Russell Crowe', 'Jennifer Connelly', 'Emma Watson', 'Logan Lerman', 'Anthony Hopkins']",2014,['Drama']
The Adventures of Tintin,Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Nick Frost', 'Simon Pegg']",2011,['Adventure']
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Gary Oldman', 'David Thewlis']",2004,['Adventure']
Australia,Baz Luhrmann,"['Nicole Kidman', 'Hugh Jackman', 'Essie Davis', 'David Wenham', 'Bryan Brown']",2008,['Drama']
After Earth,M. Night Shyamalan,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo', 'Zoë Kravitz', 'Glenn Morshower']",2013,['Science Fiction']
Dinosaur,Ralph Zondag,"['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis', 'Max Casella', 'Hayden Panettiere']",2000,['Animation']
Night at the Museum: Secret of the Tomb,Shawn Levy,"['Ben Stiller', 'Rami Malek', 'Rebel Wilson', 'Robin Williams', 'Owen Wilson']",2014,['Adventure']
Megamind,Tom McGrath,"['Will Ferrell', 'Brad Pitt', 'Tina Fey', 'Jonah Hill', 'David Cross']",2010,['Animation']
Harry Potter and the Philosopher's Stone,Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton']",2001,['Adventure']
R.I.P.D.,Robert Schwentke,"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon', 'Stephanie Szostak', 'Mary-Louise Parker']",2013,['Fantasy']
Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport']",2003,['Adventure']
The Hunger Games: Mockingjay - Part 1,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Donald Sutherland']",2014,['Science Fiction']
The Da Vinci Code,Ron Howard,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Paul Bettany', 'Jean Reno']",2006,['Thriller']
Rio 2,Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jamie Foxx', 'Andy García']",2014,['Animation']
X2,Bryan Singer,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen']",2003,['Adventure']
Fast Five,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris']",2011,['Action']
Sherlock Holmes: A Game of Shadows,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Noomi Rapace', 'Kelly Reilly']",2011,['Adventure']
Clash of the Titans,Louis Leterrier,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Gemma Arterton', 'Jason Flemyng']",2010,['Adventure']
Total Recall,Paul Verhoeven,"['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin', 'Ronny Cox', 'Michael Ironside']",1990,['Action']
The 13th Warrior,John McTiernan,"['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi', 'Daniel Southern', 'Clive Russell']",1999,['Adventure']
The Bourne Legacy,Tony Gilroy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn', 'Stacy Keach']",2012,['Action']
Batman & Robin,Joel Schumacher,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger', 'Uma Thurman', 'Alicia Silverstone']",1997,['Action']
How the Grinch Stole Christmas,Ron Howard,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor', 'Christine Baranski', 'Bill Irwin']",2000,['Family']
The Day After Tomorrow,Roland Emmerich,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok', 'Jay O. Sanders']",2004,['Action']
Mission: Impossible II,John Woo,"['Tom Cruise', 'Dougray Scott', 'Thandie Newton', 'Ving Rhames', 'Richard Roxburgh']",2000,['Adventure']
The Perfect Storm,Wolfgang Petersen,"['George Clooney', 'Mark Wahlberg', 'Diane Lane', 'John C. Reilly', 'William Fichtner']",2000,['Drama']
Fantastic 4: Rise of the Silver Surfer,Tim Story,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon']",2007,['Adventure']
Life of Pi,Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain']",2012,['Adventure']
Ghost Rider,Mark Steven Johnson,"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley', 'Donal Logue', 'Sam Elliott']",2007,['Thriller']
Jason Bourne,Paul Greengrass,"['Matt Damon', 'Alicia Vikander', 'Tommy Lee Jones', 'Vincent Cassel', 'Julia Stiles']",2016,['Action']
Charlie's Angels: Full Throttle,McG,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bernie Mac', 'Robert Patrick']",2003,['Action']
Prometheus,Ridley Scott,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce', 'Idris Elba', 'Logan Marshall-Green']",2012,['Science Fiction']
Stuart Little 2,Rob Minkoff,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'Anna Hoelck']",2002,['Family']
Elysium,Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga', 'Diego Luna']",2013,['Science Fiction']
The Chronicles of Riddick,David Twohy,"['Vin Diesel', 'Thandie Newton', 'Karl Urban', 'Colm Feore', 'Linus Roache']",2004,['Action']
RoboCop,José Padilha,"['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton', 'Abbie Cornish', 'Jackie Earle Haley']",2014,['Action']
Speed Racer,Lilly Wachowski,"['Emile Hirsch', 'Christina Ricci', 'Matthew Fox', 'Susan Sarandon', 'Scott Porter']",2008,['Action']
How Do You Know,James L. Brooks,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson', 'Jack Nicholson', 'Kathryn Hahn']",2010,['Comedy']
Knight and Day,James Mangold,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Viola Davis', 'Jordi Mollà']",2010,['Action']
Oblivion,Joseph Kosinski,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau']",2013,['Action']
Star Wars: Episode III - Revenge of the Sith,George Lucas,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson']",2005,['Science Fiction']
Star Wars: Episode II - Attack of the Clones,George Lucas,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson']",2002,['Adventure']
"Monsters, Inc.",Pete Docter,"['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn']",2001,['Animation']
The Wolverine,James Mangold,"['Hugh Jackman', 'Hiroyuki Sanada', 'Famke Janssen', 'Will Yun Lee', 'Tao Okamoto']",2013,['Action']
Star Wars: Episode I - The Phantom Menace,George Lucas,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman', 'Jake Lloyd', 'Ian McDiarmid']",1999,['Adventure']
The Croods,Chris Sanders,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds', 'Catherine Keener', 'Cloris Leachman']",2013,['Adventure']
Asterix at the Olympic Games,Thomas Langmann,"['Clovis Cornillac', 'Gérard Depardieu', 'Franck Dubosc', 'José Garcia', 'Stéphane Rousseau']",2008,['Fantasy']
Windtalkers,John Woo,"['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich', 'Mark Ruffalo']",2002,['Drama']
The Huntsman: Winter's War,Cedric Nicolas-Troyan,"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt', 'Jessica Chastain', 'Nick Frost']",2016,['Action']
Teenage Mutant Ninja Turtles,Jonathan Liebesman,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Alan Ritchson', 'Noel Fisher']",2014,['Science Fiction']
Gravity,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma']",2013,['Science Fiction']
Dante's Peak,Roger Donaldson,"['Pierce Brosnan', 'Linda Hamilton', 'Jamie Renée Smith', 'Jeremy Foley', 'Elizabeth Hoffman']",1997,['Action']
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,"['Megan Fox', 'Stephen Amell', 'Will Arnett', 'Laura Linney', 'Pete Ploszek']",2016,['Fantasy']
Fantastic Four,Josh Trank,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan', 'Jamie Bell', 'Toby Kebbell']",2015,['Action']
Night at the Museum,Shawn Levy,"['Ben Stiller', 'Jake Cherry', 'Carla Gugino', 'Robin Williams', 'Dick Van Dyke']",2006,['Action']
San Andreas,Brad Peyton,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino', 'Ioan Gruffudd', 'Archie Panjabi']",2015,['Action']
Tomorrow Never Dies,Roger Spottiswoode,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher', 'Ricky Jay']",1997,['Adventure']
The Patriot,Roland Emmerich,"['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs', 'Tchéky Karyo']",2000,['Drama']
Ocean's Twelve,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones', 'Julia Roberts', 'Andy García']",2004,['Thriller']
Mr. & Mrs. Smith,Doug Liman,"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn', 'Adam Brody', 'Kerry Washington']",2005,['Action']
Insurgent,Robert Schwentke,"['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Ansel Elgort', 'Miles Teller']",2015,['Adventure']
The Aviator,Martin Scorsese,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly', 'Alec Baldwin']",2004,['Drama']
Gulliver's Travels,Rob Letterman,"['Jack Black', 'Amanda Peet', 'Emily Blunt', 'Jason Segel', ""Chris O'Dowd""]",2010,['Comedy']
The Green Hornet,Michel Gondry,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz', 'Edward Furlong']",2011,['Action']
300: Rise of an Empire,Noam Murro,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Callan Mulvey', 'David Wenham']",2014,['Action']
The Smurfs,Raja Gosnell,"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays', 'Sofía Vergara', 'Tim Gunn']",2011,['Animation']
Home on the Range,Will Finn,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly', 'Steve Buscemi', 'G. W. Bailey']",2004,['Animation']
Allegiant,Robert Schwentke,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz', 'Miles Teller', 'Naomi Watts']",2016,['Adventure']
Real Steel,Shawn Levy,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Anthony Mackie', 'Kevin Durand']",2011,['Action']
The Smurfs 2,Raja Gosnell,"['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Jonathan Winters']",2013,['Fantasy']
Speed 2: Cruise Control,Jan de Bont,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe', 'Temuera Morrison', 'Mike Hagerty']",1997,['Action']
Ender's Game,Gavin Hood,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld', 'Abigail Breslin', 'Ben Kingsley']",2013,['Science Fiction']
Live Free or Die Hard,Len Wiseman,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Cliff Curtis', 'Maggie Q']",2007,['Action']
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett', 'Orlando Bloom', 'Sean Bean']",2001,['Adventure']
Around the World in 80 Days,Frank Coraci,"['Jackie Chan', 'Steve Coogan', 'Cécile de France', 'Robert Fyfe', 'Jim Broadbent']",2004,['Action']
Ali,Michael Mann,"['Will Smith', 'Jamie Foxx', 'Jon Voight', 'Mario Van Peebles', 'Ron Silver']",2001,['Drama']
The Cat in the Hat,Bo Welch,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin', 'Kelly Preston', 'Alec Baldwin']",2003,['Comedy']
"I, Robot",Alex Proyas,"['Will Smith', 'Bridget Moynahan', 'Alan Tudyk', 'James Cromwell', 'Bruce Greenwood']",2004,['Action']
Kingdom of Heaven,Ridley Scott,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons', 'Marton Csokas', 'Brendan Gleeson']",2005,['Drama']
Stuart Little,Rob Minkoff,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'Nathan Lane']",1999,['Animation']
The Princess and the Frog,Ron Clements,"['Anika Noni Rose', 'Bruno Campos', 'Keith David', 'Michael-Leon Wooley', 'Jennifer Cody']",2009,['Romance']
The Martian,Ridley Scott,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña']",2015,['Drama']
The Island,Michael Bay,"['Ewan McGregor', 'Scarlett Johansson', 'Djimon Hounsou', 'Sean Bean', 'Steve Buscemi']",2005,['Action']
Town & Country,Peter Chelsom,"['Warren Beatty', 'Diane Keaton', 'Goldie Hawn', 'Garry Shandling', 'Andie MacDowell']",2001,['Comedy']
Gone in Sixty Seconds,Dominic Sena,"['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'Delroy Lindo', 'Will Patton']",2000,['Action']
Gladiator,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris']",2000,['Action']
Minority Report,Steven Spielberg,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow', 'Lois Smith']",2002,['Action']
Harry Potter and the Chamber of Secrets,Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Alan Rickman']",2002,['Adventure']
Casino Royale,Martin Campbell,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen', 'Judi Dench', 'Jeffrey Wright']",2006,['Adventure']
Planet of the Apes,Tim Burton,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter', 'Michael Clarke Duncan', 'Kris Kristofferson']",2001,['Thriller']
Terminator 2: Judgment Day,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick', 'Edward Furlong', 'Michael Edwards']",1991,['Action']
Public Enemies,Michael Mann,"['Christian Bale', 'Johnny Depp', 'Giovanni Ribisi', 'Billy Crudup', 'Marion Cotillard']",2009,['History']
American Gangster,Ridley Scott,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor', 'Josh Brolin', 'Lymari Nadal']",2007,['Drama']
True Lies,James Cameron,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere']",1994,['Action']
The Taking of Pelham 1 2 3,Tony Scott,"['Denzel Washington', 'John Travolta', 'Luis Guzmán', 'Victor Gojcaj', 'John Turturro']",2009,['Thriller']
Little Fockers,Paul Weitz,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson', 'Dustin Hoffman', 'Barbra Streisand']",2010,['Comedy']
The Other Guys,Adam McKay,"['Will Ferrell', 'Mark Wahlberg', 'Eva Mendes', 'Samuel L. Jackson', 'Dwayne Johnson']",2010,['Action']
Eraser,Chuck Russell,"['Arnold Schwarzenegger', 'James Caan', 'Vanessa Williams', 'James Coburn', 'Robert Pastorelli']",1996,['Action']
Django Unchained,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson']",2012,['Drama']
The Hunchback of Notre Dame,Gary Trousdale,"['Tom Hulce', 'Demi Moore', 'Tony Jay', 'Kevin Kline', 'Paul Kandel']",1996,['Drama']
The Emperor's New Groove,Mark Dindal,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton', 'Wendie Malick']",2000,['Adventure']
The Expendables 2,Simon West,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren', 'Bruce Willis', 'Arnold Schwarzenegger']",2012,['Action']
National Treasure,Jon Turteltaub,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha', 'Sean Bean', 'Jon Voight']",2004,['Adventure']
Eragon,Stefen Fangmeier,"['Ed Speleers', 'Jeremy Irons', 'Sienna Guillory', 'Robert Carlyle', 'Djimon Hounsou']",2006,['Fantasy']
Where the Wild Things Are,Spike Jonze,"['Max Records', 'Catherine Keener', 'Lauren Ambrose', 'James Gandolfini', ""Catherine O'Hara""]",2009,['Family']
Epic,Chris Wedge,"['Josh Hutcherson', 'Amanda Seyfried', 'Colin Farrell', 'Jason Sudeikis', 'Aziz Ansari']",2013,['Animation']
The Tourist,Florian Henckel von Donnersmarck,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton', 'Steven Berkoff']",2010,['Action']
End of Days,Peter Hyams,"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Kevin Pollak', 'Robin Tunney', 'CCH Pounder']",1999,['Action']
Blood Diamond,Edward Zwick,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly', 'Kagiso Kuypers', 'Arnold Vosloo']",2006,['Drama']
The Wolf of Wall Street,Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Kyle Chandler', 'Rob Reiner']",2013,['Crime']
Batman Forever,Joel Schumacher,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell""]",1995,['Action']
Starship Troopers,Paul Verhoeven,"['Casper Van Dien', 'Dina Meyer', 'Denise Richards', 'Jake Busey', 'Neil Patrick Harris']",1997,['Adventure']
Cloud Atlas,Tom Tykwer,"['Tom Hanks', 'Halle Berry', 'Jim Broadbent', 'Hugo Weaving', 'Jim Sturgess']",2012,['Drama']
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,"['Emily Barclay', 'Abbie Cornish', 'Essie Davis', 'Joel Edgerton', 'Deborra-Lee Furness']",2010,['Animation']
Catwoman,Pitof,"['Halle Berry', 'Benjamin Bratt', 'Sharon Stone', 'Lambert Wilson', 'Frances Conroy']",2004,['Action']
Hercules,Brett Ratner,"['Dwayne Johnson', 'Ian McShane', 'John Hurt', 'Rufus Sewell', 'Aksel Hennie']",2014,['Action']
Treasure Planet,Ron Clements,"['Joseph Gordon-Levitt', 'Brian Murray', 'David Hyde Pierce', 'Emma Thompson', 'Michael Wincott']",2002,['Adventure']
Land of the Lost,Brad Silberling,"['Will Ferrell', 'Anna Friel', 'Danny McBride', 'Jorma Taccone', 'Matt Lauer']",2009,['Adventure']
The Expendables 3,Patrick Hughes,"['Sylvester Stallone', 'Jason Statham', 'Harrison Ford', 'Arnold Schwarzenegger', 'Mel Gibson']",2014,['Action']
Point Break,Ericson Core,"['Edgar Ramírez', 'Luke Bracey', 'Teresa Palmer', 'Delroy Lindo', 'Ray Winstone']",2015,['Action']
Son of the Mask,Lawrence Guterman,"['Jamie Kennedy', 'Alan Cumming', 'Traylor Howard', 'Kal Penn', 'Steven Wright']",2005,['Fantasy']
In the Heart of the Sea,Ron Howard,"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson', 'Ben Whishaw']",2015,['Thriller']
The Adventures of Pluto Nash,Ron Underwood,"['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson', 'Joe Pantoliano', 'Jay Mohr']",2002,['Action']
Green Zone,Paul Greengrass,"['Matt Damon', 'Greg Kinnear', 'Brendan Gleeson', 'Amy Ryan', 'Jason Isaacs']",2010,['War']
The Peanuts Movie,Steve Martino,"['Noah Schnapp', 'Bill Melendez', 'Venus Schultheis', 'Hadley Belle Miller', 'Madisyn Shipman']",2015,['Animation']
The Spanish Prisoner,David Mamet,"['Steve Martin', 'Campbell Scott', 'Ben Gazzara', 'Rebecca Pidgeon', 'Ricky Jay']",1997,['Crime']
The Mummy Returns,Stephen Sommers,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Oded Fehr']",2001,['Adventure']
Gangs of New York,Martin Scorsese,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz', 'Liam Neeson', 'Brendan Gleeson']",2002,['Drama']
The Flowers of War,Zhang Yimou,"['Christian Bale', 'Ni Ni', 'Tong Dawei', 'Zhang Xinyi', 'Shigeo Kobayashi']",2011,['Drama']
Surf's Up,Ash Brannon,"['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel', 'Jon Heder', 'James Woods']",2007,['Animation']
The Stepford Wives,Frank Oz,"['Nicole Kidman', 'Matthew Broderick', 'Bette Midler', 'Glenn Close', 'Christopher Walken']",2004,['Action']
Black Hawk Down,Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs', 'Tom Sizemore', 'William Fichtner']",2001,['Action']
The Campaign,Jay Roach,"['Will Ferrell', 'Zach Galifianakis', 'Dylan McDermott', 'Jason Sudeikis', 'Sarah Baker']",2012,['Comedy']
The Fifth Element,Luc Besson,"['Bruce Willis', 'Gary Oldman', 'Ian Holm', 'Milla Jovovich', 'Chris Tucker']",1997,['Adventure']
Sex and the City 2,Michael Patrick King,"['Sarah Jessica Parker', 'Kristin Davis', 'Cynthia Nixon', 'Kim Cattrall', 'Chris Noth']",2010,['Comedy']
The Road to El Dorado,Don Michael Paul,"['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos']",2000,['Adventure']
